,Outlet,String,Label,R.E.1,R.E.2,R.E.3,R.E.4,R.E.5,R.E.tag,TagLabel
91,468,"A/1.4.1Content-type: text/htmlLast-modified: Wed, 18 Sep 1996 04:27:57 GMTContent-",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
92,4,"><hr><h3><!WA8><a href=""http://al.cs.engr.uky.edu:80/~inna/CS101/class403.html"">CS",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooo
93,311,"li> <!WA49><a href=""http://www.cs.duke.edu/~dr/6/l05.html""> <b> Lecture #05, 9/16/",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
94,596,"3><i>Approximate weights</i><table border=1 width=100%><tr><td>Programs, problems</",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
95,597,Page </TITLE></HEAD><BODY BGCOLOR=FFFFEE TEXT=980D13 LINK=2211EF VLINK=8A02AC ALIN,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
96,268,<H4>Grading Scale:  (Approximate)</H4><p><DD><PRE>90% - 100%     A80% -  89%     B,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
97,232,"-96/commentary/vr.html""> Virtual Reality I</A> (3/13),  <!WA4><A href=""http://www.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
98,366,"!WA25><a href=""http://www.cs.indiana.edu/classes/p523/p3/proj3.html"">Code Simplific",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo
99,243,"u"">sadik@cs.bu.edu</A>  Office: MCS-211    Phone: 353-8921   Hours: Tuesday: 3:00pm",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
100,522,"Date: Tue, 26 Nov 1996 19:17:51 GMTServer: Apache/1.1.1Conten",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
101,415,"REF=""http://www.cs.rochester.edu/courses/108/Fall-96/lab-classes.html"">Lab Classes",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
102,156,".edu/~cchantra""> Joy Chantrapornchai </A><LI> <!WA29><A href=""http://www.nd.edu/~s",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
103,594,"types.info"">		C++ Reference Types</a>    <li> <!WA83><a href = ""http://fas-www.har",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
104,440,"ntent-length: 2570Last-modified: Fri, 15 Nov 1996 21:35:13 GMT<title>Introduction ",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
105,236,"EF=""http://www.cs.bu.edu/students/grads/dm/cs305/f96/hw1sol.ps"">Click here for a p",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooo
106,538,"nctional languages, Ch. 8	<li> <i>Thursday</i> 11/14, Typed language: <!WA13><a hr",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
107,574,"Howto setup emacs to run Scheme.</A> </LI><LI><!WA10><A HREF=""http://www.cs.indian",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
108,71,"Date: Tue, 26 Nov 1996 18:56:01 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
109,285,"ourseguide/undergrad/cs_37.html"">Computer Science 37</A>	(Computer Architecture). ",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooo
110,213,"0><A href=""http://www.cs.bu.edu/faculty/heddaya/CS112/HW/3.html"">   #3</A> -		<!WA1",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
111,555,"k <!WA7><A HREF=""http://www.cs.utsa.edu/courses/cs6253/connection_science.ps"">here <",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
112,578,"pache/1.1.1Content-type: text/htmlContent-length: 3610Last-modified: Sat, 23 Nov 199",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyy,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
113,259,"ALIGN=""center"" VALIGN=""center""><!WA31><IMG HEIGHT=48 WIDTH=48 SRC=""http://www.cs.b",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
114,318,"quiz/q4.html""> Quiz # 4 </A> Due: Tues, Oct. 1<!WA69><A href=""http://www.cs.duke.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
115,79,"/B><I>instructor out of town</I> <LI>Mar 18 - <!WA23><A HREF=""http://issl.cs.byu.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
116,365,"e in-class on Wed., Oct. 16.<P>Project:<P>(1) <!WA26><A HREF=""http://www.cs.indian",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
117,456,le:</B>  The Fall 94-95 offering of the combined J381/J581 course is available for ,0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
118,482, 12 November.<LI> [1 Nov] Lecture summaries for 1-12 November posted.<LI> [1 Nov] ,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
119,98,"nt-type: text/htmlLast-modified: Fri, 15 Nov 1996 09:55:08 GMTContent-length: 898<",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
120,190,"ss19/class19.ps"">class19.ps</A><BR>Thursday, Nov. 14 <!WA46><A HREF =""http://www.c",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
121,25,"Date: Wed, 15 Jan 1997 01:46:33 GMTServer: NCSA/1.5Cont",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooo
122,58,"edu"">marateck@cs.nyu.edu</a><LI> phone: (212) 998-3146<LI> office: 620 Warren Weaver",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
123,550,"HREF=""http://www.cs.usask.ca/classes/250/tutorials96/961021/961021.html"">HTML vers",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
124,38,"p://cs.nyu.edu/cs/dept_info/course_home_pages/fall96/A22.0002/samplefinal.html""> S",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooo
125,334,"/a><LI><!WA46><A HREF=""http://dope.caltech.edu/cns185/"">Caltech CNS 185: Collective",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
126,191,"hw1.ps""><I>Postscript version</I></A></LI><LI><!WA70><A HREF=""http://www.cs.columb",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
127,311,"r/6p/ref.txt""> <b> ref.cc</b></a>        <li> <!WA106><a href=""http://www.cs.duke.e",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
128,141,"type: text/htmlLast-modified: Fri, 25 Oct 1996 20:40:02 GMTContent-length: 2902<HT",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
129,44,"yu.edu/cs/dept_info/course_home_pages/fall96/G221.2110/PL/L7/L7.html"">Lecture 7</a> ",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyoooooooooooooooooooooooooooooo
130,211,"/faculty/heddaya/CS103/HW/0a.ps"">   0</A> - 		<!WA10><A href=""http://www.cs.bu.edu",1,0,0,1,0,1,oooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
131,573,"<P><DT><A NAME=""Shneiderman91""><STRONG>Shneiderman1995</STRONG></A><DD>Shneiderman, ",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
132,428,"cess link, display, heap management</a><li> March 27, 1996 --- <!WA20><a href=""htt",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
133,127,"Contacting Us:</strong>     <dt>E-Mail:   <dd><!WA40><a href=""mailto:enbody@cps.ms",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
134,482,">       <UL><LI><B> 31 Oct up to 12 Nov: </B>	<!WA12><A HREF=""http://www.cs.uiowa.",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
135,196,"ourses/cs113/F96/faq/grading.faq"">Grading</a>|<!WA20><a href=""http://www.cs.bu.edu",1,0,0,1,0,1,oooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
136,143,"1><A HREF=""http://wizard.cse.nd.edu/class_data/cse322/www/lilia/rom_p2.gif"">Using R",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
137,92,"   <li><!WA29><A HREF = ""http://osm7.cs.byu.edu/cs240/projects/assign3.html"">Adding",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
138,573,"d Myers1995</A>] </UL>  <UL> <LI> Preece, Chapter 28<BR>  <LI> [<!WA76><A HREF=""#M",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
139,40,<center><H1>Advanced Artificial Intelligence</H1>G22.2560<BR>Thursdays 5:00 - 7:00,1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooooooooooooo
140,213,"3><A href=""http://www.cs.bu.edu/faculty/heddaya/CS112/Examples/funarg.c"">   Functio",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooo
141,198,"5/homeworks/"">     Homeworks Archive</A> <LI> <!WA11><A href = ""http://www.cs.bu.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
142,246,"uffalo.edu/pub/WWW/faculty/bina/node3.html#SECTION00030000000000000000"">TEXT </A><LI",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
143,106,"length: 2920Last-modified: Mon, 25 Nov 1996 11:39:14 GMT        <html><body bgColo",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
144,375,"tmlContent-length: 2886Last-modified: Fri, 08 Nov 1996 03:37:51 GMT<!DOCTYPE HTML PU",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
145,476,tretch the schedule to here.)<li> SPRING BREAK (3/20-24) NO CLASS.<li> Week 10 (3/,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
146,577,"REF=""http://www.cslab.uky.edu/~jurek/cs122/html/cs122/projects/turn-in.html"">Turnin",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooyyyyyooooooyyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooooo
147,385,"ttp://www.cs.colorado.edu/home/mcbryan/teach/5229.95.html"">CSCI 4229/5229, U. Colo",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooyyyyyyyyooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
148,193,2 18:25:36 EDT 1996| Last Modified: Fri Nov 15 16:07:03 EST 1996</H5></BODY></HTML,0,1,0,0,0,1,oooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
149,336,HEAD><BODY>URL http://www.cs.hmc.edu/~keller/cs60f96.html<!-- (Link to <!WA0><a hr,1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooyyyyooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooyyyyooooooooooooooooooooooooooooooooo
150,88,"//nebo.cs.byu.edu/~clement/cs560/uni/049_103.ps""> 049_103</A>,<!WA74><A HREF=""http:",1,0,0,1,0,1,oooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooooooooooooooooooooo
151,530,"A18><A HREF=""http://www.cs.uoregon.edu/classes/cis314/archives"">Archives</A> ]</H4>",1,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
152,539,"#FF0000"" alink=""#cccccc""><h1 align=center>CIS 441/541 Computer Graphics</h1><hr wid",1,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooyyyyyyyyyyyoooooooooooooooooooooooooooooo
153,278,"Date: Tue, 26 Nov 1996 18:37:38 GMTServer: ",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooo
154,34,"ct 5 Test Cases/SubmissionInstructions</a><li><!WA18><a href=""http://cs.millersv.e",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
155,574,"ver: NCSA/1.5.2Last-modified: Tue, 12 Nov 1996 19:00:08 GMTContent-type: text/html",0,1,0,0,0,1,ooooooooooooooooooooooooooooooooooooooyyyyyyyooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
157,72,"nt-type: text/htmlLast-modified: Thu, 31 Oct 1996 23:09:02 GMTContent-length: 561<",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
158,565,"WA31><A HREF=""http://www.csc.ncsu.edu/eos/info/csc333_info/www/HW06_stat.html""> sta",1,0,0,1,0,1,oooooooooooooooooooooooooooooooooooooooooooooooooyyyyoooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooyyyyyyoooooooooooooooooooooooooooooo
159,583,"rses/cs141/final94.ps"">1994 Final Exam</a><li><!WA56><a href = ""http://www.deas.ha",1,0,0,1,0,1,oooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
160,374,"<A HREF=""http://www.cs.nwu.edu/academics/courses/a10/intro.html"">topic overview</A",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooyyyoooooooooooooooooooooooooooooo
161,22,"tp://cs-pub.bu.edu/faculty/sclaroff/courses/cs835-95/commentary/similarity.html""> ",1,0,0,1,0,1,ooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooyyyyyooooooooooooooooooooooooooooooooo
162,573,"eece, Chapter 7<BR>  <LI> [<!WA31><A HREF=""#Norman87"">Norman1987</A>, <!WA32><A HR",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
163,405,".EDU/courses/archive/spr96/cs126/ps7.ps"">7</a><!WA53><a href=""http://www.CS.Prince",1,0,0,1,0,1,oooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooo
164,76,"nt-type: text/htmlLast-modified: Tue, 13 Aug 1996 19:13:03 GMTContent-length: 1437",0,1,0,0,0,1,oooooooooooooooooooooooooooooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
165,154,"du/class_data/cse532/homework/"">Homework</a> |<!WA11><a href=""http://wizard.cse.nd",1,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooyyyyyyoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
166,44,Concurrency							<BR><HR>	Reading Assignment: Ch 12 (Sethi)</UL>							<HR><BR>	O,0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
167,216,"Date: Wed, 20 Nov 1996 21:41:24 GMTServer: NCSA/1.5Cont",0,1,0,0,0,1,ooooooooooooooyyyyyyyoooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooo
168,593," Traub</a>        &nbsp&nbsp&nbsp&nbsp        <!WA113><a href = ""mailto:otraub@fas.",0,0,0,0,0,0,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
169,594,"<!WA102><a href = ""http://fas-www.harvard.edu/~lib51/mirror/asst7/parser.cc"">		par",0,0,0,0,0,0,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
